isotype,allele,ALL,start_s,stop_s,plotpoint_hi,swept_haplotype,CHROM,peakPOS,facet_marker,genotype,Genotypes
JU1581,-1,REF,3199015,3199945,20,FALSE,II,2622125,II:2622125,swept,swept
JU1581,-1,REF,3199945,3205505,20,FALSE,II,2622125,II:2622125,swept,swept
JU1581,-1,REF,2318224,2334199,20,FALSE,II,2622125,II:2622125,swept,swept
JU1581,-1,REF,2342909,2354239,20,FALSE,II,2622125,II:2622125,swept,swept
JU1581,-1,REF,2398969,2413262,20,TRUE,II,2622125,II:2622125,swept,swept
JU1581,-1,REF,2413262,2470935,20,FALSE,II,2622125,II:2622125,swept,swept
JU1581,-1,REF,2471894,2483900,20,FALSE,II,2622125,II:2622125,swept,swept
JU1581,-1,REF,2896175,2999974,20,FALSE,II,2622125,II:2622125,swept,swept
JU1581,-1,REF,3205505,3214755,20,FALSE,II,2622125,II:2622125,swept,swept
JU1581,-1,REF,3214755,3239556,20,FALSE,II,2622125,II:2622125,swept,swept
JU1581,-1,REF,3239556,3261387,20,FALSE,II,2622125,II:2622125,swept,swept
JU1581,-1,REF,2210463,2312142,20,FALSE,II,2622125,II:2622125,swept,swept
JU1581,-1,REF,2354239,2398969,20,FALSE,II,2622125,II:2622125,swept,swept
JU1581,-1,REF,2485503,2586423,20,FALSE,II,2622125,II:2622125,swept,swept
JU1581,-1,REF,2586560,2703466,20,FALSE,II,2622125,II:2622125,swept,swept
JU1581,-1,REF,2704282,2884607,20,FALSE,II,2622125,II:2622125,swept,swept
JU1581,-1,REF,2184029,2210463,20,TRUE,II,2622125,II:2622125,swept,swept
JU1581,-1,REF,3000461,3199015,20,FALSE,II,2622125,II:2622125,swept,swept
JU1586,-1,REF,2475449,2476300,33,FALSE,II,2622125,II:2622125,swept,swept
JU1586,-1,REF,2476300,2476693,33,TRUE,II,2622125,II:2622125,swept,swept
JU1586,-1,REF,2681440,2682504,33,TRUE,II,2622125,II:2622125,swept,swept
JU1586,-1,REF,2476693,2681440,33,FALSE,II,2622125,II:2622125,swept,swept
JU1586,-1,REF,2682504,3087653,33,FALSE,II,2622125,II:2622125,swept,swept
JU1586,-1,REF,2184029,2475449,33,TRUE,II,2622125,II:2622125,swept,swept
JU1586,-1,REF,3087653,3280545,33,FALSE,II,2622125,II:2622125,swept,swept
JU1896,1,ALT,2432085,2437247,3,FALSE,II,2622125,II:2622125,swept,swept
JU1896,1,ALT,2566072,2568940,3,FALSE,II,2622125,II:2622125,swept,swept
JU1896,1,ALT,3087594,3087653,3,FALSE,II,2622125,II:2622125,swept,swept
JU1896,1,ALT,2379493,2412329,3,FALSE,II,2622125,II:2622125,swept,swept
JU1896,1,ALT,2412329,2432085,3,FALSE,II,2622125,II:2622125,swept,swept
JU1896,1,ALT,2184029,2329579,3,FALSE,II,2622125,II:2622125,swept,swept
JU1896,1,ALT,2329579,2379493,3,FALSE,II,2622125,II:2622125,swept,swept
JU1896,1,ALT,2437247,2566072,3,FALSE,II,2622125,II:2622125,swept,swept
JU1896,1,ALT,2568940,2766654,3,FALSE,II,2622125,II:2622125,swept,swept
JU1896,1,ALT,2766654,3087594,3,FALSE,II,2622125,II:2622125,swept,swept
JU1896,1,ALT,3087653,3280545,3,FALSE,II,2622125,II:2622125,swept,swept
JU2007,-1,REF,2339806,2342154,1,FALSE,II,2622125,II:2622125,swept,swept
JU2007,-1,REF,2470935,2471894,1,TRUE,II,2622125,II:2622125,swept,swept
JU2007,-1,REF,2483900,2485503,1,FALSE,II,2622125,II:2622125,swept,swept
JU2007,-1,REF,2586423,2586560,1,TRUE,II,2622125,II:2622125,swept,swept
JU2007,-1,REF,2703466,2704282,1,FALSE,II,2622125,II:2622125,swept,swept
JU2007,-1,REF,2884607,2888435,1,FALSE,II,2622125,II:2622125,swept,swept
JU2007,-1,REF,2888435,2891528,1,FALSE,II,2622125,II:2622125,swept,swept
JU2007,-1,REF,2891528,2893390,1,TRUE,II,2622125,II:2622125,swept,swept
JU2007,-1,REF,2893390,2894499,1,FALSE,II,2622125,II:2622125,swept,swept
JU2007,-1,REF,2894499,2896175,1,FALSE,II,2622125,II:2622125,swept,swept
JU2007,-1,REF,2999974,3000461,1,TRUE,II,2622125,II:2622125,swept,swept
JU2007,-1,REF,3199015,3199945,1,FALSE,II,2622125,II:2622125,swept,swept
JU2007,-1,REF,3199945,3205505,1,FALSE,II,2622125,II:2622125,swept,swept
JU2007,-1,REF,2312142,2334199,1,FALSE,II,2622125,II:2622125,swept,swept
JU2007,-1,REF,2342154,2353203,1,FALSE,II,2622125,II:2622125,swept,swept
JU2007,-1,REF,2398969,2413262,1,TRUE,II,2622125,II:2622125,swept,swept
JU2007,-1,REF,2413262,2470935,1,FALSE,II,2622125,II:2622125,swept,swept
JU2007,-1,REF,2471894,2483900,1,FALSE,II,2622125,II:2622125,swept,swept
JU2007,-1,REF,2896175,2999974,1,FALSE,II,2622125,II:2622125,swept,swept
JU2007,-1,REF,3205505,3214755,1,FALSE,II,2622125,II:2622125,swept,swept
JU2007,-1,REF,3214755,3237664,1,FALSE,II,2622125,II:2622125,swept,swept
JU2007,-1,REF,2210463,2312142,1,FALSE,II,2622125,II:2622125,swept,swept
JU2007,-1,REF,2353203,2398969,1,FALSE,II,2622125,II:2622125,swept,swept
JU2007,-1,REF,2485503,2586423,1,FALSE,II,2622125,II:2622125,swept,swept
JU2007,-1,REF,2586560,2703466,1,FALSE,II,2622125,II:2622125,swept,swept
JU2007,-1,REF,2704282,2884607,1,FALSE,II,2622125,II:2622125,swept,swept
JU2007,-1,REF,3245302,3280545,1,FALSE,II,2622125,II:2622125,swept,swept
JU2007,-1,REF,2184029,2210463,1,TRUE,II,2622125,II:2622125,swept,swept
JU2007,-1,REF,3000461,3199015,1,FALSE,II,2622125,II:2622125,swept,swept
JU2464,-1,REF,2470935,2471894,23,TRUE,II,2622125,II:2622125,swept,swept
JU2464,-1,REF,2483900,2485503,23,FALSE,II,2622125,II:2622125,swept,swept
JU2464,-1,REF,2586423,2586560,23,TRUE,II,2622125,II:2622125,swept,swept
JU2464,-1,REF,2703466,2704282,23,FALSE,II,2622125,II:2622125,swept,swept
JU2464,-1,REF,2884607,2888435,23,FALSE,II,2622125,II:2622125,swept,swept
JU2464,-1,REF,2888435,2891528,23,FALSE,II,2622125,II:2622125,swept,swept
JU2464,-1,REF,2891528,2893390,23,TRUE,II,2622125,II:2622125,swept,swept
JU2464,-1,REF,2893390,2894499,23,FALSE,II,2622125,II:2622125,swept,swept
JU2464,-1,REF,2894499,2896175,23,FALSE,II,2622125,II:2622125,swept,swept
JU2464,-1,REF,2999974,3000461,23,TRUE,II,2622125,II:2622125,swept,swept
JU2464,-1,REF,3199015,3199945,23,FALSE,II,2622125,II:2622125,swept,swept
JU2464,-1,REF,2184029,2222801,23,FALSE,II,2622125,II:2622125,swept,swept
JU2464,-1,REF,2312142,2335592,23,FALSE,II,2622125,II:2622125,swept,swept
JU2464,-1,REF,2335592,2354239,23,FALSE,II,2622125,II:2622125,swept,swept
JU2464,-1,REF,2398969,2413262,23,TRUE,II,2622125,II:2622125,swept,swept
JU2464,-1,REF,2413262,2470935,23,FALSE,II,2622125,II:2622125,swept,swept
JU2464,-1,REF,2471894,2483900,23,FALSE,II,2622125,II:2622125,swept,swept
JU2464,-1,REF,2896175,2999974,23,FALSE,II,2622125,II:2622125,swept,swept
JU2464,-1,REF,3199945,3239556,23,FALSE,II,2622125,II:2622125,swept,swept
JU2464,-1,REF,2354239,2398969,23,FALSE,II,2622125,II:2622125,swept,swept
JU2464,-1,REF,2485503,2586423,23,FALSE,II,2622125,II:2622125,swept,swept
JU2464,-1,REF,2586560,2703466,23,FALSE,II,2622125,II:2622125,swept,swept
JU2464,-1,REF,2704282,2884607,23,FALSE,II,2622125,II:2622125,swept,swept
JU2464,-1,REF,3263517,3280545,23,FALSE,II,2622125,II:2622125,swept,swept
JU2464,-1,REF,3000461,3199015,23,FALSE,II,2622125,II:2622125,swept,swept
JU2879,1,ALT,2413262,2413889,12,TRUE,II,2622125,II:2622125,swept,swept
JU2879,1,ALT,2413889,2428233,12,FALSE,II,2622125,II:2622125,swept,swept
JU2879,1,ALT,2313394,2413262,12,FALSE,II,2622125,II:2622125,swept,swept
JU2879,1,ALT,2428233,2836040,12,FALSE,II,2622125,II:2622125,swept,swept
JU2879,1,ALT,2836040,3280545,12,TRUE,II,2622125,II:2622125,swept,swept
JU310,-1,REF,2312142,2314645,15,FALSE,II,2622125,II:2622125,swept,swept
JU310,-1,REF,2470935,2471894,15,TRUE,II,2622125,II:2622125,swept,swept
JU310,-1,REF,2483900,2485503,15,FALSE,II,2622125,II:2622125,swept,swept
JU310,-1,REF,2586423,2586560,15,TRUE,II,2622125,II:2622125,swept,swept
JU310,-1,REF,2703466,2704282,15,FALSE,II,2622125,II:2622125,swept,swept
JU310,-1,REF,2884607,2888435,15,FALSE,II,2622125,II:2622125,swept,swept
JU310,-1,REF,2888435,2891528,15,FALSE,II,2622125,II:2622125,swept,swept
JU310,-1,REF,2891528,2893390,15,TRUE,II,2622125,II:2622125,swept,swept
JU310,-1,REF,2893390,2894499,15,FALSE,II,2622125,II:2622125,swept,swept
JU310,-1,REF,2894499,2896175,15,FALSE,II,2622125,II:2622125,swept,swept
JU310,-1,REF,2999974,3000461,15,TRUE,II,2622125,II:2622125,swept,swept
JU310,-1,REF,3199015,3199945,15,FALSE,II,2622125,II:2622125,swept,swept
JU310,-1,REF,3199945,3205505,15,FALSE,II,2622125,II:2622125,swept,swept
JU310,-1,REF,3214755,3221762,15,FALSE,II,2622125,II:2622125,swept,swept
JU310,-1,REF,2318841,2354239,15,FALSE,II,2622125,II:2622125,swept,swept
JU310,-1,REF,2398969,2413262,15,TRUE,II,2622125,II:2622125,swept,swept
JU310,-1,REF,2413262,2470935,15,FALSE,II,2622125,II:2622125,swept,swept
JU310,-1,REF,2471894,2483900,15,FALSE,II,2622125,II:2622125,swept,swept
JU310,-1,REF,2896175,2999974,15,FALSE,II,2622125,II:2622125,swept,swept
JU310,-1,REF,3205505,3214755,15,FALSE,II,2622125,II:2622125,swept,swept
JU310,-1,REF,2210463,2312142,15,FALSE,II,2622125,II:2622125,swept,swept
JU310,-1,REF,2354239,2398969,15,FALSE,II,2622125,II:2622125,swept,swept
JU310,-1,REF,2485503,2586423,15,FALSE,II,2622125,II:2622125,swept,swept
JU310,-1,REF,2586560,2703466,15,FALSE,II,2622125,II:2622125,swept,swept
JU310,-1,REF,2704282,2884607,15,FALSE,II,2622125,II:2622125,swept,swept
JU310,-1,REF,2184029,2210463,15,TRUE,II,2622125,II:2622125,swept,swept
JU310,-1,REF,3000461,3199015,15,FALSE,II,2622125,II:2622125,swept,swept
JU311,-1,REF,2337985,2338255,27,FALSE,II,2622125,II:2622125,swept,swept
JU311,-1,REF,2470935,2471894,27,TRUE,II,2622125,II:2622125,swept,swept
JU311,-1,REF,2483900,2485503,27,FALSE,II,2622125,II:2622125,swept,swept
JU311,-1,REF,2586423,2586560,27,TRUE,II,2622125,II:2622125,swept,swept
JU311,-1,REF,2703466,2704282,27,FALSE,II,2622125,II:2622125,swept,swept
JU311,-1,REF,2884607,2888435,27,FALSE,II,2622125,II:2622125,swept,swept
JU311,-1,REF,2888435,2891528,27,FALSE,II,2622125,II:2622125,swept,swept
JU311,-1,REF,2891528,2893390,27,TRUE,II,2622125,II:2622125,swept,swept
JU311,-1,REF,2893390,2894499,27,FALSE,II,2622125,II:2622125,swept,swept
JU311,-1,REF,2894499,2896175,27,FALSE,II,2622125,II:2622125,swept,swept
JU311,-1,REF,2338255,2354664,27,FALSE,II,2622125,II:2622125,swept,swept
JU311,-1,REF,2398969,2413262,27,TRUE,II,2622125,II:2622125,swept,swept
JU311,-1,REF,2413262,2470935,27,FALSE,II,2622125,II:2622125,swept,swept
JU311,-1,REF,2471894,2483900,27,FALSE,II,2622125,II:2622125,swept,swept
JU311,-1,REF,2896175,2999974,27,FALSE,II,2622125,II:2622125,swept,swept
JU311,-1,REF,2184029,2274511,27,FALSE,II,2622125,II:2622125,swept,swept
JU311,-1,REF,2354664,2398969,27,FALSE,II,2622125,II:2622125,swept,swept
JU311,-1,REF,2485503,2586423,27,FALSE,II,2622125,II:2622125,swept,swept
JU311,-1,REF,2586560,2703466,27,FALSE,II,2622125,II:2622125,swept,swept
JU311,-1,REF,2704282,2884607,27,FALSE,II,2622125,II:2622125,swept,swept
JU311,-1,REF,2999974,3280545,27,TRUE,II,2622125,II:2622125,swept,swept
JU323,-1,REF,2184029,2185519,16,FALSE,II,2622125,II:2622125,swept,swept
JU323,-1,REF,2185519,2186128,16,FALSE,II,2622125,II:2622125,swept,swept
JU323,-1,REF,2319744,2324723,16,FALSE,II,2622125,II:2622125,swept,swept
JU323,-1,REF,2332263,2334199,16,TRUE,II,2622125,II:2622125,swept,swept
JU323,-1,REF,2451270,2457363,16,TRUE,II,2622125,II:2622125,swept,swept
JU323,-1,REF,2475449,2476300,16,FALSE,II,2622125,II:2622125,swept,swept
JU323,-1,REF,2476300,2476693,16,TRUE,II,2622125,II:2622125,swept,swept
JU323,-1,REF,2681440,2682504,16,TRUE,II,2622125,II:2622125,swept,swept
JU323,-1,REF,2324723,2332263,16,FALSE,II,2622125,II:2622125,swept,swept
JU323,-1,REF,2457363,2470615,16,FALSE,II,2622125,II:2622125,swept,swept
JU323,-1,REF,2470615,2475449,16,TRUE,II,2622125,II:2622125,swept,swept
JU323,-1,REF,3224332,3241305,16,FALSE,II,2622125,II:2622125,swept,swept
JU323,-1,REF,2186128,2319744,16,FALSE,II,2622125,II:2622125,swept,swept
JU323,-1,REF,2334199,2451270,16,FALSE,II,2622125,II:2622125,swept,swept
JU323,-1,REF,2476693,2681440,16,FALSE,II,2622125,II:2622125,swept,swept
JU323,-1,REF,2682504,3224332,16,FALSE,II,2622125,II:2622125,swept,swept
JU346,-1,REF,2470935,2471894,18,TRUE,II,2622125,II:2622125,swept,swept
JU346,-1,REF,2483900,2485503,18,FALSE,II,2622125,II:2622125,swept,swept
JU346,-1,REF,2586423,2586560,18,TRUE,II,2622125,II:2622125,swept,swept
JU346,-1,REF,2703466,2704282,18,FALSE,II,2622125,II:2622125,swept,swept
JU346,-1,REF,2884607,2888435,18,FALSE,II,2622125,II:2622125,swept,swept
JU346,-1,REF,2888435,2891528,18,FALSE,II,2622125,II:2622125,swept,swept
JU346,-1,REF,2891528,2893390,18,TRUE,II,2622125,II:2622125,swept,swept
JU346,-1,REF,2893390,2894499,18,FALSE,II,2622125,II:2622125,swept,swept
JU346,-1,REF,2894499,2896175,18,FALSE,II,2622125,II:2622125,swept,swept
JU346,-1,REF,2999974,3000461,18,TRUE,II,2622125,II:2622125,swept,swept
JU346,-1,REF,2379634,2398969,18,FALSE,II,2622125,II:2622125,swept,swept
JU346,-1,REF,2398969,2413262,18,TRUE,II,2622125,II:2622125,swept,swept
JU346,-1,REF,2413262,2470935,18,FALSE,II,2622125,II:2622125,swept,swept
JU346,-1,REF,2471894,2483900,18,FALSE,II,2622125,II:2622125,swept,swept
JU346,-1,REF,2896175,2999974,18,FALSE,II,2622125,II:2622125,swept,swept
JU346,-1,REF,2210463,2245202,18,FALSE,II,2622125,II:2622125,swept,swept
JU346,-1,REF,2485503,2586423,18,FALSE,II,2622125,II:2622125,swept,swept
JU346,-1,REF,2586560,2703466,18,FALSE,II,2622125,II:2622125,swept,swept
JU346,-1,REF,2704282,2884607,18,FALSE,II,2622125,II:2622125,swept,swept
JU346,-1,REF,2184029,2210463,18,TRUE,II,2622125,II:2622125,swept,swept
JU346,-1,REF,3000461,3199015,18,FALSE,II,2622125,II:2622125,swept,swept
JU360,-1,REF,2312142,2313873,9,FALSE,II,2622125,II:2622125,swept,swept
JU360,-1,REF,2343014,2343657,9,FALSE,II,2622125,II:2622125,swept,swept
JU360,-1,REF,2470935,2471894,9,TRUE,II,2622125,II:2622125,swept,swept
JU360,-1,REF,2483900,2485503,9,FALSE,II,2622125,II:2622125,swept,swept
JU360,-1,REF,2586423,2586560,9,TRUE,II,2622125,II:2622125,swept,swept
JU360,-1,REF,2703466,2704282,9,FALSE,II,2622125,II:2622125,swept,swept
JU360,-1,REF,2884607,2888435,9,FALSE,II,2622125,II:2622125,swept,swept
JU360,-1,REF,2888435,2891528,9,FALSE,II,2622125,II:2622125,swept,swept
JU360,-1,REF,2891528,2893390,9,TRUE,II,2622125,II:2622125,swept,swept
JU360,-1,REF,2893390,2894499,9,FALSE,II,2622125,II:2622125,swept,swept
JU360,-1,REF,2894499,2896175,9,FALSE,II,2622125,II:2622125,swept,swept
JU360,-1,REF,2999974,3000461,9,TRUE,II,2622125,II:2622125,swept,swept
JU360,-1,REF,2398969,2413262,9,TRUE,II,2622125,II:2622125,swept,swept
JU360,-1,REF,2413262,2470935,9,FALSE,II,2622125,II:2622125,swept,swept
JU360,-1,REF,2471894,2483900,9,FALSE,II,2622125,II:2622125,swept,swept
JU360,-1,REF,2896175,2999974,9,FALSE,II,2622125,II:2622125,swept,swept
JU360,-1,REF,3192958,3199945,9,FALSE,II,2622125,II:2622125,swept,swept
JU360,-1,REF,2210463,2312142,9,FALSE,II,2622125,II:2622125,swept,swept
JU360,-1,REF,2343657,2398969,9,FALSE,II,2622125,II:2622125,swept,swept
JU360,-1,REF,2485503,2586423,9,FALSE,II,2622125,II:2622125,swept,swept
JU360,-1,REF,2586560,2703466,9,FALSE,II,2622125,II:2622125,swept,swept
JU360,-1,REF,2704282,2884607,9,FALSE,II,2622125,II:2622125,swept,swept
JU360,-1,REF,2184029,2210463,9,TRUE,II,2622125,II:2622125,swept,swept
JU360,-1,REF,3000461,3192958,9,FALSE,II,2622125,II:2622125,swept,swept
JU367,-1,REF,2475449,2476300,34,FALSE,II,2622125,II:2622125,swept,swept
JU367,-1,REF,2476300,2476693,34,FALSE,II,2622125,II:2622125,swept,swept
JU367,-1,REF,2681440,2682504,34,FALSE,II,2622125,II:2622125,swept,swept
JU367,-1,REF,2476693,2681440,34,FALSE,II,2622125,II:2622125,swept,swept
JU367,-1,REF,2682504,3087653,34,FALSE,II,2622125,II:2622125,swept,swept
JU367,-1,REF,2184029,2475449,34,FALSE,II,2622125,II:2622125,swept,swept
JU367,-1,REF,3087653,3280545,34,FALSE,II,2622125,II:2622125,swept,swept
JU393,-1,REF,2335592,2339415,19,FALSE,II,2622125,II:2622125,swept,swept
JU393,-1,REF,2470935,2471894,19,TRUE,II,2622125,II:2622125,swept,swept
JU393,-1,REF,2483900,2485503,19,FALSE,II,2622125,II:2622125,swept,swept
JU393,-1,REF,2586423,2586560,19,TRUE,II,2622125,II:2622125,swept,swept
JU393,-1,REF,2703466,2704282,19,FALSE,II,2622125,II:2622125,swept,swept
JU393,-1,REF,2884607,2888435,19,FALSE,II,2622125,II:2622125,swept,swept
JU393,-1,REF,2888435,2891528,19,FALSE,II,2622125,II:2622125,swept,swept
JU393,-1,REF,2891528,2893390,19,TRUE,II,2622125,II:2622125,swept,swept
JU393,-1,REF,2893390,2894499,19,FALSE,II,2622125,II:2622125,swept,swept
JU393,-1,REF,2894499,2896175,19,FALSE,II,2622125,II:2622125,swept,swept
JU393,-1,REF,2999974,3000461,19,TRUE,II,2622125,II:2622125,swept,swept
JU393,-1,REF,3199015,3199945,19,FALSE,II,2622125,II:2622125,swept,swept
JU393,-1,REF,2312142,2335592,19,FALSE,II,2622125,II:2622125,swept,swept
JU393,-1,REF,2363925,2398969,19,FALSE,II,2622125,II:2622125,swept,swept
JU393,-1,REF,2398969,2413262,19,TRUE,II,2622125,II:2622125,swept,swept
JU393,-1,REF,2413262,2470935,19,FALSE,II,2622125,II:2622125,swept,swept
JU393,-1,REF,2471894,2483900,19,FALSE,II,2622125,II:2622125,swept,swept
JU393,-1,REF,2896175,2999974,19,FALSE,II,2622125,II:2622125,swept,swept
JU393,-1,REF,3199945,3261387,19,FALSE,II,2622125,II:2622125,swept,swept
JU393,-1,REF,2210463,2312142,19,FALSE,II,2622125,II:2622125,swept,swept
JU393,-1,REF,2485503,2586423,19,FALSE,II,2622125,II:2622125,swept,swept
JU393,-1,REF,2586560,2703466,19,FALSE,II,2622125,II:2622125,swept,swept
JU393,-1,REF,2704282,2884607,19,FALSE,II,2622125,II:2622125,swept,swept
JU393,-1,REF,3261387,3280545,19,FALSE,II,2622125,II:2622125,swept,swept
JU393,-1,REF,2184029,2210463,19,TRUE,II,2622125,II:2622125,swept,swept
JU393,-1,REF,3000461,3199015,19,FALSE,II,2622125,II:2622125,swept,swept
JU394,-1,REF,2475449,2476300,36,FALSE,II,2622125,II:2622125,swept,swept
JU394,-1,REF,2476300,2476693,36,FALSE,II,2622125,II:2622125,swept,swept
JU394,-1,REF,2681440,2682504,36,FALSE,II,2622125,II:2622125,swept,swept
JU394,-1,REF,2476693,2681440,36,FALSE,II,2622125,II:2622125,swept,swept
JU394,-1,REF,2682504,3087653,36,FALSE,II,2622125,II:2622125,swept,swept
JU394,-1,REF,2184029,2475449,36,FALSE,II,2622125,II:2622125,swept,swept
JU394,-1,REF,3087653,3280545,36,FALSE,II,2622125,II:2622125,swept,swept
JU397,-1,REF,2470935,2471894,21,TRUE,II,2622125,II:2622125,swept,swept
JU397,-1,REF,2483900,2485503,21,FALSE,II,2622125,II:2622125,swept,swept
JU397,-1,REF,2586423,2586560,21,TRUE,II,2622125,II:2622125,swept,swept
JU397,-1,REF,2703466,2704282,21,FALSE,II,2622125,II:2622125,swept,swept
JU397,-1,REF,2761250,2761399,21,FALSE,II,2622125,II:2622125,swept,swept
JU397,-1,REF,2889923,2891528,21,FALSE,II,2622125,II:2622125,swept,swept
JU397,-1,REF,2891528,2893390,21,TRUE,II,2622125,II:2622125,swept,swept
JU397,-1,REF,2893390,2894499,21,FALSE,II,2622125,II:2622125,swept,swept
JU397,-1,REF,2894499,2896175,21,FALSE,II,2622125,II:2622125,swept,swept
JU397,-1,REF,2999974,3000461,21,TRUE,II,2622125,II:2622125,swept,swept
JU397,-1,REF,2312142,2335592,21,FALSE,II,2622125,II:2622125,swept,swept
JU397,-1,REF,2335592,2354239,21,FALSE,II,2622125,II:2622125,swept,swept
JU397,-1,REF,2398969,2413262,21,TRUE,II,2622125,II:2622125,swept,swept
JU397,-1,REF,2413262,2470935,21,FALSE,II,2622125,II:2622125,swept,swept
JU397,-1,REF,2471894,2483900,21,FALSE,II,2622125,II:2622125,swept,swept
JU397,-1,REF,2704282,2745227,21,FALSE,II,2622125,II:2622125,swept,swept
JU397,-1,REF,2761399,2879023,21,FALSE,II,2622125,II:2622125,swept,swept
JU397,-1,REF,2896175,2999974,21,FALSE,II,2622125,II:2622125,swept,swept
JU397,-1,REF,2210463,2312142,21,FALSE,II,2622125,II:2622125,swept,swept
JU397,-1,REF,2354239,2398969,21,FALSE,II,2622125,II:2622125,swept,swept
JU397,-1,REF,2485503,2586423,21,FALSE,II,2622125,II:2622125,swept,swept
JU397,-1,REF,2586560,2703466,21,FALSE,II,2622125,II:2622125,swept,swept
JU397,-1,REF,2745227,2761250,21,FALSE,II,2622125,II:2622125,swept,swept
JU397,-1,REF,2879023,2889923,21,FALSE,II,2622125,II:2622125,swept,swept
JU397,-1,REF,2184029,2210463,21,TRUE,II,2622125,II:2622125,swept,swept
JU397,-1,REF,3000461,3199015,21,FALSE,II,2622125,II:2622125,swept,swept
JU406,-1,REF,2475449,2476300,31,FALSE,II,2622125,II:2622125,swept,swept
JU406,-1,REF,2476300,2476693,31,FALSE,II,2622125,II:2622125,swept,swept
JU406,-1,REF,2681440,2682504,31,FALSE,II,2622125,II:2622125,swept,swept
JU406,-1,REF,2476693,2681440,31,FALSE,II,2622125,II:2622125,swept,swept
JU406,-1,REF,2682504,3087653,31,FALSE,II,2622125,II:2622125,swept,swept
JU406,-1,REF,2184029,2475449,31,FALSE,II,2622125,II:2622125,swept,swept
JU406,-1,REF,3087653,3280545,31,FALSE,II,2622125,II:2622125,swept,swept
JU440,-1,REF,2475449,2476300,32,FALSE,II,2622125,II:2622125,swept,swept
JU440,-1,REF,2476300,2476693,32,FALSE,II,2622125,II:2622125,swept,swept
JU440,-1,REF,2681440,2682504,32,FALSE,II,2622125,II:2622125,swept,swept
JU440,-1,REF,2476693,2681440,32,FALSE,II,2622125,II:2622125,swept,swept
JU440,-1,REF,2682504,3087653,32,FALSE,II,2622125,II:2622125,swept,swept
JU440,-1,REF,2184029,2475449,32,FALSE,II,2622125,II:2622125,swept,swept
JU440,-1,REF,3087653,3280545,32,FALSE,II,2622125,II:2622125,swept,swept
JU561,-1,REF,2184029,2185519,24,FALSE,II,2622125,II:2622125,swept,swept
JU561,-1,REF,2185519,2186128,24,FALSE,II,2622125,II:2622125,swept,swept
JU561,-1,REF,2319744,2324723,24,FALSE,II,2622125,II:2622125,swept,swept
JU561,-1,REF,2332263,2334199,24,FALSE,II,2622125,II:2622125,swept,swept
JU561,-1,REF,2451270,2457363,24,FALSE,II,2622125,II:2622125,swept,swept
JU561,-1,REF,2475449,2476300,24,FALSE,II,2622125,II:2622125,swept,swept
JU561,-1,REF,2476300,2476693,24,FALSE,II,2622125,II:2622125,swept,swept
JU561,-1,REF,2681440,2682504,24,FALSE,II,2622125,II:2622125,swept,swept
JU561,-1,REF,2324723,2332263,24,FALSE,II,2622125,II:2622125,swept,swept
JU561,-1,REF,2457363,2470615,24,FALSE,II,2622125,II:2622125,swept,swept
JU561,-1,REF,2470615,2475449,24,FALSE,II,2622125,II:2622125,swept,swept
JU561,-1,REF,3224332,3239484,24,FALSE,II,2622125,II:2622125,swept,swept
JU561,-1,REF,2186128,2319744,24,FALSE,II,2622125,II:2622125,swept,swept
JU561,-1,REF,2334199,2451270,24,FALSE,II,2622125,II:2622125,swept,swept
JU561,-1,REF,2476693,2681440,24,FALSE,II,2622125,II:2622125,swept,swept
JU561,-1,REF,3239484,3280545,24,FALSE,II,2622125,II:2622125,swept,swept
JU561,-1,REF,2682504,3224332,24,FALSE,II,2622125,II:2622125,swept,swept
JU642,-1,REF,2312142,2314645,12,FALSE,II,2622125,II:2622125,swept,swept
JU642,-1,REF,2470935,2471894,12,TRUE,II,2622125,II:2622125,swept,swept
JU642,-1,REF,2483900,2485503,12,FALSE,II,2622125,II:2622125,swept,swept
JU642,-1,REF,2586423,2586560,12,TRUE,II,2622125,II:2622125,swept,swept
JU642,-1,REF,2703466,2704282,12,FALSE,II,2622125,II:2622125,swept,swept
JU642,-1,REF,2884607,2888435,12,FALSE,II,2622125,II:2622125,swept,swept
JU642,-1,REF,2888435,2891528,12,FALSE,II,2622125,II:2622125,swept,swept
JU642,-1,REF,2891528,2893390,12,TRUE,II,2622125,II:2622125,swept,swept
JU642,-1,REF,2893390,2894499,12,FALSE,II,2622125,II:2622125,swept,swept
JU642,-1,REF,2894499,2896175,12,FALSE,II,2622125,II:2622125,swept,swept
JU642,-1,REF,2999974,3000461,12,TRUE,II,2622125,II:2622125,swept,swept
JU642,-1,REF,3199015,3199945,12,FALSE,II,2622125,II:2622125,swept,swept
JU642,-1,REF,3199945,3205505,12,FALSE,II,2622125,II:2622125,swept,swept
JU642,-1,REF,3260890,3261387,12,FALSE,II,2622125,II:2622125,swept,swept
JU642,-1,REF,3261387,3261514,12,FALSE,II,2622125,II:2622125,swept,swept
JU642,-1,REF,3261514,3263517,12,FALSE,II,2622125,II:2622125,swept,swept
JU642,-1,REF,2314645,2334199,12,FALSE,II,2622125,II:2622125,swept,swept
JU642,-1,REF,2398969,2413262,12,TRUE,II,2622125,II:2622125,swept,swept
JU642,-1,REF,2413262,2470935,12,FALSE,II,2622125,II:2622125,swept,swept
JU642,-1,REF,2471894,2483900,12,FALSE,II,2622125,II:2622125,swept,swept
